Transaction_ID,Transaction_date,Supplier,Price,Payment_Type,Client ID,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
12719,01-05-09 11:21,25745,1200,Visa,54759,Petworth,England,United Kingdom,01-05-09 5:46,1/30/09 5:54,50.9833333,-0.6
12720,1/17/09 9:49,25746,1200,Diners,54760,Abu Dhabi,Abu Zaby,United Arab Emirates,2/27/08 20:02,1/30/09 8:45,24.4666667,54.3666667
12721,1/28/09 1:38,25747,1200,Mastercard,54761,Stockholm,Stockholm,Sweden,4/16/07 12:58,1/30/09 9:18,59.3333333,18.05
12722,1/19/09 10:32,25748,1200,Mastercard,54762,Queen Creek                 ,AZ,United States,01-06-09 17:57,1/30/09 10:41,33.24861,-111.63361
12723,1/26/09 12:05,25749,1250,Mastercard,54763,Queen Creek                 ,AZ,United States,01-06-09 17:57,1/30/09 10:41,33.24861,-111.63361
12724,01-07-09 18:53,25750,1200,Visa,54764,Durham                      ,NC,United States,12/29/08 9:59,1/30/09 10:46,35.99389,-78.89889
12725,1/26/09 11:38,25751,1200,Mastercard,54765,Austin                      ,TX,United States,1/26/09 7:16,1/30/09 13:15,30.26694,-97.74278
12726,01-08-09 13:19,25752,1200,Mastercard,54766,Glenn Dale                  ,MD,United States,01-08-09 5:31,1/30/09 17:40,38.9875,-76.82083
12727,01-11-09 14:56,25753,1200,Visa,54767,Aardal,Sogn og Fjordane,Norway,01-05-09 5:51,1/31/09 4:21,61.55,6.35
12728,1/30/09 20:36,25754,1200,Visa,54768,Edinburg                    ,TX,United States,1/30/09 20:05,1/31/09 4:47,26.30139,-98.16306
12729,01-01-09 8:09,25755,1200,Mastercard,54769,South Melbourne,Victoria,Australia,12/30/08 0:55,1/31/09 5:40,-37.8333333,144.9666667
12730,1/17/09 11:09,25678,1200,Mastercard,54770,Fortaleza,Ceara,Brazil,1/17/09 10:46,1/31/09 6:42,-3.7166667,-38.5
12731,1/31/09 7:22,25679,1200,Visa,54771,Weston                      ,CT,United States,2/29/08 17:34,1/31/09 6:43,41.20083,-73.38111
12732,1/31/09 9:12,25680,1200,Visa,54772,Reading,England,United Kingdom,8/28/08 10:22,1/31/09 9:08,51.4333333,-1
12733,1/31/09 8:56,25681,1200,Mastercard,54773,Coconut Grove               ,FL,United States,1/31/09 8:03,1/31/09 9:22,25.71222,-80.25722
12734,1/31/09 9:00,25682,1200,Visa,54774,London,England,United Kingdom,1/31/09 8:32,1/31/09 10:07,51.51334,-0.08895
12735,01-11-09 14:07,25683,1200,Visa,54775,San Francisco               ,CA,United States,01-11-09 13:08,1/31/09 10:20,37.775,-122.41833
12736,01-01-09 12:25,25684,3600,Mastercard,54776,Zug,Zug,Switzerland,3/29/05 23:14,1/31/09 10:58,47.1666667,8.5166667
12737,1/31/09 11:14,25685,3600,Mastercard,54777,Scottsdale                  ,AZ,United States,1/31/09 11:10,1/31/09 11:10,33.50917,-111.89833
12738,01-02-09 9:57,25686,1200,Amex,54778,Potomac Falls               ,VA,United States,2/20/05 17:20,1/31/09 11:24,39.05,-77.40111
12739,01-04-09 13:20,25687,1200,Mastercard,54779,Superior                    ,CO,United States,01-04-09 12:08,1/31/09 13:17,39.97778,-105.13139
12740,1/22/09 12:32,25688,1200,Mastercard,54780,London,England,United Kingdom,01-02-08 9:51,1/31/09 14:43,51.52721,0.14559
12741,1/18/09 6:09,25689,1200,Mastercard,54781,Engleside                   ,VA,United States,5/21/07 18:56,1/31/09 15:33,38.80472,-77.04722
12742,01-08-09 0:04,25690,1200,Visa,54782,New Plymouth City,Taranaki,New Zealand,01-07-09 23:34,1/31/09 17:47,-39.0666667,174.0833333
12743,1/24/09 7:14,25691,1200,Mastercard,54783,Roanoke                     ,VA,United States,03-02-08 7:35,1/31/09 19:18,37.20556,-80.03778
12744,1/24/09 11:05,25692,1200,Visa,54784,Norcross                    ,GA,United States,7/30/07 15:16,1/31/09 19:31,33.94111,-84.21361
12745,01-06-09 15:12,25693,1200,Amex,54785,Sandy Plains                ,GA,United States,9/23/06 8:42,1/31/09 20:48,34.02306,-84.36167
12746,1/24/09 17:06,25694,1200,Visa,54786,Saint Catharines,Ontario,Canada,1/24/09 15:51,1/31/09 21:10,43.1666667,-79.2333333
12747,01-03-09 9:58,25695,1200,Visa,54787,Gainesville                 ,VA,United States,10/19/08 8:27,1/31/09 22:19,38.79556,-77.61417
12748,01-09-09 16:35,25696,1200,Diners,54788,Nordstrand,Oslo,Norway,12/29/05 9:26,02-01-09 4:18,59.8608333,10.7905556
12749,01-12-09 14:50,25697,1200,Visa,54711,Arlington                   ,MA,United States,01-12-09 9:54,02-01-09 7:36,42.41528,-71.15694
12750,01-07-09 13:49,25698,1200,Diners,54701,West Hills                  ,CA,United States,01-07-09 12:36,02-01-09 8:20,34.20111,-118.59722
12751,01-09-09 19:41,25699,1200,Mastercard,54702,San Jose                    ,CA,United States,01-05-09 18:02,02-01-09 9:18,37.33944,-121.89389
12752,1/26/09 4:53,25700,1200,Visa,54703,London,England,United Kingdom,1/26/09 4:12,02-01-09 9:48,51.52721,0.14559
12753,1/23/09 21:41,25701,1200,Visa,54704,Oak Park                    ,MI,United States,12/26/08 11:00,02-01-09 9:51,42.45944,-83.18278
12754,01-06-09 16:07,25702,1200,Visa,54705,Terrell Hills               ,TX,United States,12/21/08 12:21,02-01-09 10:06,29.42389,-98.49333
12755,01-10-09 7:55,25703,1200,Visa,54706,Jumeira,Dubayy,United Arab Emirates,01-07-09 9:47,02-01-09 10:18,25.2097222,55.2477778
12756,1/28/09 20:44,25704,1200,Visa,54707,Falmouth                    ,VA,United States,1/28/09 19:36,02-01-09 11:33,38.32389,-77.46861
12757,01-09-09 3:38,25705,1200,Visa,54708,Lurgan,Northern Ireland,United Kingdom,06-03-08 4:22,02-01-09 11:53,54.4666667,-6.3333333
12758,1/19/09 8:52,25706,1200,Visa,54709,Richmond                    ,TX,United States,01-06-09 15:24,02-01-09 11:53,29.58194,-95.76056
12759,1/15/09 7:26,25707,1200,Mastercard,54710,Den Haag,Zuid-Holland,Netherlands,1/14/09 0:00,02-01-09 13:17,52.0833333,4.3
12760,1/30/09 19:12,25708,1200,Diners,54711,Ooltewah                    ,TN,United States,1/30/09 18:54,02-01-09 13:51,35.075,-85.06222
12761,01-05-09 12:41,25709,1200,Mastercard,54711,Pacific Beach               ,CA,United States,01-05-09 11:50,02-01-09 14:28,32.79778,-117.23944
12762,1/28/09 20:59,25710,1200,Visa,54701,Austin                      ,TX,United States,1/28/09 9:40,02-01-09 15:00,30.26694,-97.74278
12763,01-10-09 21:36,25711,1200,Visa,54702,Seattle                     ,WA,United States,08-10-08 16:47,02-01-09 15:27,47.60639,-122.33083
12764,1/25/09 19:59,25712,1200,Visa,54703,Seattle                     ,WA,United States,8/13/08 18:27,02-01-09 16:04,47.60639,-122.33083
12765,01-07-09 8:03,25713,1200,Amex,54704,Ottawa,Ontario,Canada,4/17/05 22:28,02-01-09 18:52,45.4166667,-75.7
12766,1/21/09 9:07,25714,1200,Visa,54705,Vienna                      ,VA,United States,04-02-08 9:59,02-01-09 21:07,38.90111,-77.26556
12767,1/23/09 14:43,25715,1200,Visa,54706,Torbay,Auckland,New Zealand,1/18/09 11:34,02-01-09 21:31,-36.7,174.75
12768,01-05-09 13:07,25716,1200,Visa,54707,Shenfield,England,United Kingdom,01-02-09 14:27,02-01-09 22:27,51.6166667,0.3166667
12769,01-06-09 3:39,25717,1200,Visa,54708,Bergen,Hordaland,Norway,9/20/05 1:58,02-02-09 0:08,60.3911111,5.3247222
12770,1/15/09 15:26,25718,1200,Visa,54709,Bolton,England,United Kingdom,1/15/09 8:16,02-02-09 0:53,53.5833333,-2.4333333
12771,1/23/09 4:47,25719,1200,Mastercard,54710,Sandymount,Dublin,Ireland,1/16/06 8:48,02-02-09 2:12,53.335,-6.2113889
12772,01-12-09 10:05,25720,3600,Amex,54711,Bellinzona,Ticino,Switzerland,09-03-07 13:23,02-02-09 5:16,46.2,9.0166667
12773,1/30/09 5:13,25721,1200,Visa,54711,Antwerpen,Antwerpen,Belgium,01-03-06 13:57,02-02-09 5:45,51.2166667,4.4166667
12774,1/14/09 10:32,25722,7500,Mastercard,54701,Campinas,Sao Paulo,Brazil,11-05-08 7:03,02-02-09 5:54,-22.9,-47.0833333
12775,01-12-09 8:13,25723,1200,Amex,54702,Nacka,Stockholm,Sweden,03-08-06 4:32,02-02-09 6:01,59.3,18.1666667
12776,1/27/09 8:11,25724,1200,Visa,54703,Fremont                     ,CA,United States,1/27/09 8:05,02-02-09 6:08,37.54833,-121.9875
12777,1/30/09 17:33,25725,1200,Visa,54704,Warwick,Queensland,Australia,1/25/09 22:36,02-02-09 6:13,-28.2333333,152.0166667
12778,1/15/09 9:52,25726,1200,Amex,54705,Holmdel                     ,NJ,United States,1/15/09 8:36,02-02-09 7:00,40.345,-74.18444
12779,1/13/09 11:54,25727,1200,Visa,54706,Baltimore                   ,MD,United States,01-08-09 11:11,02-02-09 8:01,39.2725,-76.53167
12780,1/21/09 11:00,25728,1200,Visa,54707,Saggart,Dublin,Ireland,1/19/09 10:11,02-02-09 8:29,53.2802778,-6.4444444
12781,1/16/09 11:49,25729,1200,Mastercard,54708,Andover                     ,MA,United States,2/18/08 18:56,02-02-09 8:53,42.65833,-71.1375
12782,01-01-09 9:35,25730,1200,Mastercard,54709,La Crescenta                ,CA,United States,12/31/08 17:51,02-02-09 10:27,34.22417,-118.23917
12783,1/13/09 5:58,25731,1200,Mastercard,54710,Suwanee                     ,GA,United States,01-05-09 21:12,02-02-09 13:13,34.05139,-84.07139
12784,01-06-09 16:08,25732,3600,Visa,54711,Seattle                     ,WA,United States,3/14/05 16:39,02-02-09 14:17,47.60639,-122.33083
12785,01-05-09 10:25,25733,1200,Amex,54711,Arlington                   ,VA,United States,10-11-08 3:50,02-02-09 16:13,38.89028,-77.08444
12786,01-04-09 21:08,25734,1200,Mastercard,54701,Calgary,Alberta,Canada,1/21/08 20:11,02-02-09 18:50,51.0833333,-114.0833333
12787,01-12-09 20:43,25735,1200,Visa,54702,Kenmore                     ,WA,United States,01-12-09 20:31,02-02-09 20:26,47.7575,-122.24278
12788,1/17/09 3:22,25736,1200,Visa,54703,Fresno                      ,CA,United States,02-01-08 12:45,02-02-09 20:35,36.74778,-119.77139
12789,1/18/09 11:17,25737,1200,Amex,54704,Atascadero                  ,CA,United States,03-11-08 13:35,02-02-09 22:49,35.48944,-120.66972
12790,1/27/09 9:01,25738,1200,Visa,54705,Barcelona,Catalonia,Spain,5/29/08 12:23,02-03-09 0:59,41.3833333,2.1833333
12791,01-08-09 8:11,25739,1200,Diners,54706,High Wycombe,England,United Kingdom,01-08-09 7:00,02-03-09 1:54,51.6333333,-0.7666667
12792,1/26/09 23:28,25740,3600,Amex,54707,Tsaritsyno,Moscow City,Russia,12-07-06 8:26,02-03-09 2:10,55.6283333,37.6608333
12793,01-10-09 21:35,25741,1200,Mastercard,54708,Ajax,Ontario,Canada,08-07-08 6:17,02-03-09 3:42,43.85,-79.0166667
12794,01-11-09 6:01,25742,1200,Mastercard,54709,New York                    ,NY,United States,01-01-09 10:24,02-03-09 4:25,40.71417,-74.00639
12795,1/19/09 14:53,25743,1200,Mastercard,54710,Fairfield                   ,IA,United States,12-12-08 5:18,02-03-09 5:40,41.00861,-91.9625
12796,1/22/09 7:14,25744,1200,Visa,54711,North Bay,Ontario,Canada,10-11-06 19:22,02-03-09 6:36,46.3,-79.45
12797,1/15/09 8:12,25745,1200,Visa,54711,Marietta                    ,GA,United States,1/13/09 10:03,02-03-09 7:44,33.9525,-84.55
12798,01-07-09 6:33,25746,1200,Diners,54700,Clontarf,Dublin,Ireland,6/15/08 8:08,02-03-09 7:51,53.3591667,-6.2161111
12799,01-12-09 8:05,25747,1200,Amex,54701,Danville                    ,PA,United States,01-12-09 6:44,02-03-09 8:01,40.96333,-76.61306
12800,1/28/09 13:03,25748,3600,Amex,54702,Okotoks,Alberta,Canada,09-10-08 6:53,02-03-09 9:13,50.7166667,-113.9666667
12801,1/25/09 8:54,25749,1200,Amex,54703,Anthem                      ,AZ,United States,3/26/06 17:32,02-03-09 9:50,33.86722,-112.14611
12802,01-05-09 10:08,25750,1200,Visa,54704,Clonmel,Tipperary,Ireland,01-05-09 7:47,02-03-09 10:21,52.355,-7.7038889
12803,01-05-09 19:29,25751,1200,Visa,54705,Arlington                   ,VA,United States,4/29/08 16:09,02-03-09 10:23,38.89028,-77.08444
12804,01-07-09 19:06,25752,3600,Amex,54706,Orlando                     ,FL,United States,08-10-04 3:30,02-03-09 11:32,28.53806,-81.37944
12805,1/23/09 11:33,25753,1200,Mastercard,54707,Walnut Creek                ,CA,United States,1/22/09 23:31,02-03-09 11:49,37.90639,-122.06389
12806,01-03-09 21:11,25754,1200,Mastercard,54708,Centennial                  ,CO,United States,12-03-08 13:00,02-03-09 11:50,39.57917,-104.87639
12807,01-11-09 17:28,25755,1200,Visa,54709,Newtown                     ,CT,United States,01-11-09 11:50,02-03-09 12:21,41.41389,-73.30389
12808,1/21/09 20:18,25678,1200,Amex,54710,Vancouver,British Columbia,Canada,07-06-07 23:53,02-03-09 12:22,49.25,-123.1333333
12809,1/24/09 10:23,25679,1200,Visa,54711,York,England,United Kingdom,8/19/08 12:58,02-03-09 12:57,53.9666667,-1.0833333
12810,01-07-09 14:55,25680,1200,Visa,54701,Drogheda,Louth,Ireland,9/21/06 2:39,02-03-09 13:36,53.7188889,-6.3477778
12811,1/29/09 10:38,25681,1200,Visa,54702,Saddle Brook                ,NJ,United States,1/29/09 9:08,02-03-09 14:39,40.89889,-74.09306
12812,01-08-09 14:04,25682,1200,Amex,54703,San Diego                   ,CA,United States,01-07-09 17:01,02-03-09 14:57,32.71528,-117.15639
12813,1/31/09 21:50,25683,1200,Visa,54704,Issaquah                    ,WA,United States,1/31/09 21:01,02-03-09 16:30,47.53028,-122.03139
12814,01-01-09 16:00,25684,1200,Visa,54705,Bolton,England,United Kingdom,10-07-08 15:19,02-03-09 16:45,53.5833333,-2.4333333
12815,1/30/09 13:13,25685,1200,Visa,54706,Lexington                   ,MA,United States,1/30/09 12:44,02-03-09 17:14,42.44722,-71.225
12816,1/27/09 16:50,25686,1200,Visa,54707,Altadena                    ,CA,United States,12/28/08 14:42,02-03-09 18:09,34.18972,-118.13028
12817,1/30/09 7:42,25687,250,Visa,54708,Altadena                    ,CA,United States,12/28/08 14:42,02-03-09 18:09,34.18972,-118.13028
12818,1/17/09 15:48,25688,3600,Visa,54709,Davis                       ,CA,United States,01-08-05 14:03,02-03-09 19:14,38.545,-121.73944
12819,01-12-09 11:40,25689,3600,Visa,54710,Toronto,Ontario,Canada,12/30/08 6:59,02-03-09 19:42,43.6666667,-79.4166667
12820,1/30/09 20:27,25690,1200,Mastercard,54711,Pasadena                    ,CA,United States,1/30/09 20:02,02-03-09 23:39,34.14778,-118.14361
12821,1/27/09 18:35,25691,1200,Mastercard,54712,Buffalo Grove               ,IL,United States,1/27/09 18:28,02-03-09 23:42,41.98111,-89.595
12822,1/16/09 12:47,25692,1200,Visa,54713,London,England,United Kingdom,12-12-04 15:18,02-04-09 2:13,51.52721,0.14559
12823,01-02-09 2:50,25693,1200,Visa,54714,Newcastle,Wicklow,Ireland,10-12-05 6:56,02-04-09 2:19,53.0683333,-6.0658333
12824,1/21/09 5:39,25694,1200,Amex,54715,Norwalk                     ,CT,United States,11-04-08 9:51,02-04-09 4:31,41.1175,-73.40833
12825,1/28/09 1:28,25695,1200,Diners,54716,Besancon,Franche-Comte,France,1/26/09 2:28,02-04-09 5:39,47.25,6.0333333
12826,01-08-09 13:33,25696,1200,Visa,54717,Monte-Carlo, ,Monaco,9/23/06 13:19,02-04-09 6:16,43.7333333,7.4166667
12827,1/22/09 12:09,25697,1200,Visa,54718,Monaco, ,Monaco,1/22/09 11:32,02-04-09 6:28,43.7333333,7.4166667
12828,1/20/09 8:23,25698,1200,Mastercard,54719,Floyds Knobs                ,IN,United States,10-12-05 17:17,02-04-09 8:16,38.32444,-85.87361
12829,01-02-09 7:47,25699,1200,Diners,54720,London,England,United Kingdom,12-08-08 6:45,02-04-09 8:50,51.5,-0.1166667
12830,01-11-09 4:55,25700,1200,Amex,54721,Marietta                    ,GA,United States,04-12-06 18:20,02-04-09 9:22,33.9525,-84.55
12831,1/23/09 7:47,25701,1800,Amex,54722,Marietta                    ,GA,United States,04-12-06 18:20,02-04-09 9:22,33.9525,-84.55
12832,1/21/09 23:19,25702,1200,Amex,54723,Hon                         ,HI,United States,09-04-08 16:51,02-04-09 11:11,21.30694,-157.85833
12833,01-11-09 4:29,25703,7500,Visa,54724,Knoxville                   ,TN,United States,8/28/08 6:20,02-04-09 12:17,35.96056,-83.92083
12834,01-11-09 4:39,25704,1200,Visa,54725,Knoxville                   ,TN,United States,8/28/08 6:20,02-04-09 12:17,35.96056,-83.92083
12835,01-10-09 8:13,25705,1200,Mastercard,54726,Edinburgh,Scotland,United Kingdom,7/31/08 22:34,02-04-09 13:08,55.95,-3.2
12836,1/22/09 12:55,25706,1200,Visa,54727,Paris,Ile-de-France,France,8/17/07 4:34,02-04-09 13:12,48.8666667,2.3333333
12837,1/17/09 15:00,25707,1200,Visa,54728,Humble                      ,TX,United States,03-12-07 14:55,02-04-09 13:29,29.99861,-95.26194
12838,01-04-09 14:06,25708,1200,Visa,54729,Mashpee                     ,MA,United States,01-04-09 12:21,02-04-09 13:45,41.64833,-70.48167
12839,1/30/09 17:09,25709,1200,Mastercard,54730,Hong Kong, ,Hong Kong,7/28/06 2:31,02-04-09 16:26,22.2833333,114.15
12840,1/20/09 5:01,25710,1200,Visa,54731,Birmingham                  ,MI,United States,1/18/09 17:36,02-04-09 16:45,42.54667,-83.21139
12841,1/26/09 14:37,25711,1200,Visa,54732,St Augustine                ,FL,United States,12/19/07 12:00,02-04-09 16:55,29.89444,-81.31472
12842,1/29/09 13:27,25712,1200,Visa,54733,Salt Lake City              ,UT,United States,1/28/09 14:47,02-04-09 20:07,40.76083,-111.89028
12843,01-12-09 10:33,25713,1200,Amex,54734,Seattle                     ,WA,United States,01-07-09 16:45,02-04-09 20:57,47.60639,-122.33083
12844,01-05-09 8:28,25714,1200,Visa,54735,Ruti,Zurich,Switzerland,01-05-09 5:08,02-04-09 22:59,47.25,8.85
12845,1/25/09 16:11,25715,7500,Visa,54736,Rogers                      ,AR,United States,1/25/09 15:55,02-05-09 0:20,36.33194,-94.11833
12846,1/25/09 20:44,25716,1200,Visa,54737,Rogers                      ,AR,United States,1/25/09 15:55,02-05-09 0:20,36.33194,-94.11833
12847,1/26/09 11:36,25717,1200,Visa,54738,Dun Laoghaire,Dublin,Ireland,1/26/09 7:28,02-05-09 2:38,53.2925,-6.1286111
12848,1/27/09 2:32,25718,1200,Visa,54739,Perth,Scotland,United Kingdom,6/27/06 9:12,02-05-09 3:15,56.4,-3.4333333
12849,1/18/09 13:36,25719,1200,Amex,54740,London,England,United Kingdom,4/23/05 9:46,02-05-09 3:17,51.51334,-0.08895
12850,01-07-09 5:53,25720,1200,Visa,54741,Gries,Rhineland-Palatinate,Germany,01-07-09 2:49,02-05-09 3:41,49.4166667,7.4
12851,1/25/09 1:53,25721,7500,Visa,54742,Pietermaritzburg,KwaZulu-Natal,South Africa,1/24/09 12:52,02-05-09 4:37,-29.6166667,30.3833333
12852,1/18/09 11:42,25722,1200,Visa,54743,Sutton Valence,England,United Kingdom,11/17/08 10:30,02-05-09 6:21,51.2,0.5833333
12853,1/13/09 1:46,25723,1200,Mastercard,54744,Lyngby,Kobenhavn,Denmark,10/30/07 12:03,02-05-09 8:52,55.7666667,12.5166667
12854,01-02-09 15:57,25724,1200,Diners,54745,Alpine                      ,NJ,United States,01-02-09 15:25,02-05-09 10:18,40.95583,-73.93167
12855,1/25/09 8:50,25725,1200,Mastercard,54746,Zurich,Zurich,Switzerland,1/24/09 12:23,02-05-09 11:07,47.3666667,8.55
12856,1/14/09 8:16,25726,3600,Amex,54747,Saskatoon,Saskatchewan,Canada,08-09-08 12:51,02-05-09 11:24,52.1333333,-106.6666667
12857,1/27/09 11:21,25727,1200,Mastercard,54748,Pacific Palisades           ,CA,United States,1/27/09 10:38,02-05-09 12:38,34.04806,-118.52556
12858,01-08-09 10:13,25728,1200,Diners,54749,Fort Saint James,British Columbia,Canada,01-07-09 16:01,02-05-09 14:03,54.4333333,-124.25
12859,01-05-09 7:47,25729,1200,Amex,54750,Versoix,Geneve,Switzerland,4/18/07 12:55,02-05-09 15:15,46.2833333,6.1666667
12860,1/22/09 9:00,25730,1200,Visa,54751,Trumansburg                 ,NY,United States,07-06-08 14:33,02-05-09 16:33,42.54222,-76.66639
12861,1/25/09 12:59,25731,1200,Visa,54752,Kennett Square              ,PA,United States,1/13/09 20:08,02-05-09 18:40,39.84667,-75.71194
12862,01-10-09 19:28,25732,3600,Visa,54753,San Jose                    ,CA,United States,08-05-05 0:29,02-05-09 21:10,37.33944,-121.89389
12863,01-08-09 19:29,25733,3600,Mastercard,54754,Ban Khlong Sip,Krung Thep,Thailand,01-08-09 0:01,02-05-09 21:22,13.9166667,100.8166667
12864,01-08-09 12:04,25734,1200,Visa,54755,Morro Bay                   ,CA,United States,12-01-03 19:13,02-05-09 22:11,35.36583,-120.84889
12865,01-04-09 16:59,25735,1200,Visa,54756,Parramatta,New South Wales,Australia,01-03-09 22:35,02-05-09 22:44,-33.8166667,151
12866,1/30/09 11:56,25736,1200,Mastercard,54757,Dumbleton,England,United Kingdom,7/31/08 13:46,02-06-09 0:04,52.0166667,-1.9666667
12867,01-06-09 5:10,25737,1200,Visa,54758,Altlengbach,Lower Austria,Austria,6/24/08 0:49,02-06-09 0:37,48.15,15.9166667
12868,1/14/09 3:39,25738,1200,Visa,54759,Ballincollig,Cork,Ireland,12-10-08 7:41,02-06-09 2:36,51.8833333,-8.5833333
12869,1/14/09 3:47,25739,1200,Visa,54760,Ballincollig,Cork,Ireland,12-10-08 7:41,02-06-09 2:36,51.8833333,-8.5833333
12870,1/19/09 3:19,25740,1200,Mastercard,54761,Zagore,Stara Zagora,Bulgaria,11/20/08 3:00,02-06-09 4:19,42.35,25.6666667
12871,01-07-09 1:42,25741,1200,Mastercard,54762,Vecmilgravis,Riga,Latvia,01-04-09 10:33,02-06-09 4:20,57.0333333,24.1
12872,01-07-09 13:01,25742,3600,Visa,54763,Trelex,Vaud,Switzerland,08-05-07 0:43,02-06-09 5:02,46.4166667,6.2
12873,1/27/09 2:35,25743,1200,Visa,54764,Ornex,Rhone-Alpes,France,8/28/08 6:28,02-06-09 5:09,46.2833333,6.1
12874,01-03-09 14:14,25744,1200,Visa,54765,Las Vegas                   ,NV,United States,01-03-09 13:49,02-06-09 5:29,36.175,-115.13639
12875,1/22/09 12:37,25745,3600,Amex,54766,San Anselmo                 ,CA,United States,1/22/09 10:17,02-06-09 6:38,37.97472,-122.56056
12876,1/29/09 6:49,25746,1200,Mastercard,54767,Hannover,Lower Saxony,Germany,04-02-08 2:39,02-06-09 6:52,52.3666667,9.7166667
12877,01-06-09 9:45,25747,1200,Diners,54768,N Woodmere                  ,NY,United States,12/30/08 13:01,02-06-09 7:33,40.66417,-73.70889
12878,01-12-09 11:16,25748,1200,Visa,54769,Madrid,Madrid,Spain,7/17/07 6:08,02-06-09 10:42,40.4,-3.6833333
12879,1/13/09 13:49,25749,1200,Visa,54770,Castlebar,Mayo,Ireland,01-06-08 14:03,02-06-09 12:35,53.85,-9.3
12880,01-12-09 7:23,25750,1200,Visa,54771,Fairfax                     ,CA,United States,01-11-09 14:42,02-06-09 16:13,37.98722,-122.58778
12881,1/30/09 4:48,25751,1200,Visa,54772,Chandler                    ,AZ,United States,6/18/08 14:29,02-06-09 17:21,33.30611,-111.84056
12882,1/22/09 16:29,25752,1200,Visa,54773,Dammeron Valley             ,UT,United States,1/17/09 15:18,02-06-09 18:14,37.1306,-113.6492
12883,1/27/09 6:26,25753,1200,Mastercard,54774,Buffalo                     ,NY,United States,1/25/09 11:56,02-06-09 18:24,42.88639,-78.87861
12884,1/15/09 10:16,25754,7500,Visa,54775,Olive Branch                ,MS,United States,01-12-09 17:41,02-06-09 18:48,34.96167,-89.82944
12885,1/19/09 18:54,25755,1200,Amex,54776,Warwick                     ,NY,United States,1/19/09 11:34,02-06-09 19:27,41.25639,-74.36028
12886,01-02-09 22:44,25678,3600,Visa,54777,Gisborne,Victoria,Australia,12-03-06 15:36,02-06-09 20:03,-37.4833333,144.5833333
12887,01-01-09 18:32,25679,1200,Amex,54778,San Mateo                   ,CA,United States,12/31/08 17:09,02-06-09 21:59,37.56306,-122.32444
12888,1/14/09 1:28,25680,1200,Mastercard,54779,Milton Keynes,England,United Kingdom,6/24/06 15:10,02-07-09 0:26,52.0333333,-0.7
12889,1/20/09 8:08,25681,1200,Mastercard,54780,Kecskemet,Bacs-Kiskun,Hungary,1/19/09 5:49,02-07-09 1:12,46.9,19.7833333
12890,1/29/09 2:48,25682,1200,Visa,54781,Nakskov,Storstrom,Denmark,1/29/09 2:19,02-07-09 2:09,54.8333333,11.15
12891,1/24/09 18:02,25683,1200,Visa,54782,Aloma                       ,FL,United States,11/29/05 17:33,02-07-09 6:03,28.60056,-81.30667
12892,01-07-09 8:26,25684,1200,Diners,54783,Chandler                    ,AZ,United States,01-06-09 16:23,02-07-09 6:05,33.30611,-111.84056
12893,1/24/09 3:36,25685,1200,Visa,54784,Kjobenhavn,Staden Kobenhavn,Denmark,1/20/09 13:11,02-07-09 6:52,55.6666667,12.5833333
12894,01-05-09 15:23,25686,1200,Visa,54785,Stockton,England,United Kingdom,06-12-08 10:59,02-07-09 11:08,52.25,-2.7
12895,1/25/09 16:17,25687,1200,Amex,54786,Cumming                     ,GA,United States,1/24/09 18:06,02-07-09 11:28,34.20722,-84.14028
12896,1/15/09 10:37,25688,1200,Visa,54787,Little Compton              ,RI,United States,6/28/08 11:04,02-07-09 12:00,41.51,-71.17167
12897,1/20/09 15:28,25689,1200,Visa,54788,Centennial                  ,CO,United States,12-02-06 23:24,02-07-09 15:18,39.57917,-104.87639
12898,1/28/09 18:00,25690,"13,000",Visa,54711,Centennial                  ,CO,United States,12-02-06 23:24,02-07-09 15:18,39.57917,-104.87639
12899,1/29/09 5:06,25691,1200,Amex,54701,Herndon                     ,VA,United States,1/23/08 10:05,02-07-09 15:23,38.96944,-77.38639
12900,01-06-09 18:53,25692,1200,Visa,54702,Vista                       ,CA,United States,01-05-09 22:37,02-07-09 15:48,33.2,-117.24167
12901,1/21/09 6:55,25693,1200,Visa,54703,Oostburg                    ,WI,United States,1/20/09 13:33,02-07-09 16:48,43.62278,-87.79444
12902,1/26/09 20:18,25694,1200,Mastercard,54704,Griffith,New South Wales,Australia,1/15/07 20:37,02-07-09 18:04,-34.2833333,146.0333333
12903,1/25/09 17:58,25695,3600,Visa,54705,Ann Arbor                   ,MI,United States,07-05-08 9:20,02-07-09 18:51,42.27083,-83.72639
12904,01-09-09 14:37,25696,1200,Visa,54706,South Jordan                ,UT,United States,01-08-09 15:14,02-07-09 19:11,40.56222,-111.92889
12905,1/25/09 2:46,25697,3600,Visa,54707,Dubai,Dubayy,United Arab Emirates,01-08-09 1:19,02-08-09 2:06,25.2522222,55.28
12906,1/17/09 20:46,25698,3600,Visa,54708,Dubai,Dubayy,United Arab Emirates,4/13/08 2:36,02-08-09 2:12,25.2522222,55.28
12907,1/24/09 7:18,25699,3600,Visa,54709,Kirriemuir,Scotland,United Kingdom,1/23/09 10:31,02-08-09 2:52,56.6666667,-3
12908,01-11-09 7:09,25700,1200,Visa,54710,Tramore,Waterford,Ireland,10/13/08 16:43,02-08-09 3:02,52.1588889,-7.1463889
